Penguin ID,Title,Authors,URL,ISBN,Image
319668,The Need for Roots,Simone Weil,https://www.penguin.co.uk/books/319668/the-need-for-roots-by-weil-simone/9780241467978,9780241467978,https://cdn.penguin.co.uk/dam-assets/books/9780241467978/9780241467978-jacket-large.jpg
448523,Thoughts From the Ice-Drinker's Studio,Liang Qichao,https://www.penguin.co.uk/books/448523/thoughts-from-the-ice-drinkers-studio-by-qichao-liang/9780241568781,9780241568781,https://cdn.penguin.co.uk/dam-assets/books/9780241568781/9780241568781-jacket-large.jpg
456518,The Apprentice Tourist,Mário de Andrade,https://www.penguin.co.uk/books/456518/the-apprentice-tourist-by-andrade-mario-de/9780143137351,9780143137351,https://cdn.penguin.co.uk/dam-assets/books/9780143137351/9780143137351-jacket-large.jpg
309906,The Dawn of Modern Cosmology,"Nicolaus Copernicus, Galileo Galilei",https://www.penguin.co.uk/books/309906/the-dawn-of-modern-cosmology-by-newton-copernicus-galileo-kepler-descartes-and/9780241360637,9780241360637,https://cdn.penguin.co.uk/dam-assets/books/9780241360637/9780241360637-jacket-large.jpg
35462,The Rise And Fall of Athens,Plutarch,https://www.penguin.co.uk/books/35462/the-rise-and-fall-of-athens-by-plutarchtrans-ian-scott-kilvert-and-john-marincola/9780140449051,9780140449051,https://cdn.penguin.co.uk/dam-assets/books/9780140449051/9780140449051-jacket-large.jpg
453704,"Minor Notes, Volume 1","George Moses Horton, Fenton Johnson",https://www.penguin.co.uk/books/453704/minor-notes-volume-1-by-johnson-george-moses-horton-fenton-johnson-and-georgia-douglas/9780143137269,9780143137269,https://cdn.penguin.co.uk/dam-assets/books/9780143137269/9780143137269-jacket-large.jpg
456514,Black Empire,George S. Schuyler,https://www.penguin.co.uk/books/456514/black-empire-by-schuyler-george-s/9780143137078,9780143137078,https://cdn.penguin.co.uk/dam-assets/books/9780143137078/9780143137078-jacket-large.jpg
456515,The Mis-Education of the Negro,Carter G. Woodson,https://www.penguin.co.uk/books/456515/the-mis-education-of-the-negro-by-woodson-carter-g/9780143137467,9780143137467,https://cdn.penguin.co.uk/dam-assets/books/9780143137467/9780143137467-jacket-large.jpg
456516,To the Lighthouse,"Virginia Woolf, Alison Bechdel",https://www.penguin.co.uk/books/456516/to-the-lighthouse-by-woolf-virginia/9780143137580,9780143137580,https://cdn.penguin.co.uk/dam-assets/books/9780143137580/9780143137580-jacket-large.jpg
283044,The Secret History of the Mongols,,https://www.penguin.co.uk/books/283044/the-secret-history-of-the-mongols-by-none/9780241197912,9780241197912,https://cdn.penguin.co.uk/dam-assets/books/9780241197912/9780241197912-jacket-large.jpg
176987,The Anatomy of Melancholy,Robert Burton,https://www.penguin.co.uk/books/176987/the-anatomy-of-melancholy-by-burton-robert/9780141192284,9780141192284,https://cdn.penguin.co.uk/dam-assets/books/9780141192284/9780141192284-jacket-large.jpg
453707,The Custom of the Country,Edith Wharton,https://www.penguin.co.uk/books/453707/the-custom-of-the-country-by-wharton-edith/9780143137214,9780143137214,https://cdn.penguin.co.uk/dam-assets/books/9780143137214/9780143137214-jacket-large.jpg
445783,All Desire is a Desire for Being,René Girard,https://www.penguin.co.uk/books/445783/all-desire-is-a-desire-for-being-by-girard-rene/9780241543238,9780241543238,https://cdn.penguin.co.uk/dam-assets/books/9780241543238/9780241543238-jacket-large.jpg
309767,Kallocain,Karin Boye,https://www.penguin.co.uk/books/309767/kallocain-by-boye-karin/9780241608302,9780241608302,https://cdn.penguin.co.uk/dam-assets/books/9780241608302/9780241608302-jacket-large.jpg
312973,The Penguin Book of Spiritual Verse,,https://www.penguin.co.uk/books/312973/the-penguin-book-of-spiritual-verse/9780241391594,9780241391594,https://cdn.penguin.co.uk/dam-assets/books/9780241391594/9780241391594-jacket-large.jpg
453706,Metamorphoses,Ovid,https://www.penguin.co.uk/books/453706/metamorphoses-by-ovid/9780525505990,9780525505990,https://cdn.penguin.co.uk/dam-assets/books/9780525505990/9780525505990-jacket-large.jpg
446348,The Cosmography and Geography of Africa,Leo Africanus,https://www.penguin.co.uk/books/446348/the-cosmography-and-geography-of-africa-by-africanus-leo/9780241543931,9780241543931,https://cdn.penguin.co.uk/dam-assets/books/9780241543931/9780241543931-jacket-large.jpg
306881,The Penguin Book of Feminist Writing,Hannah Dawson,https://www.penguin.co.uk/books/306881/the-penguin-book-of-feminist-writing-by-dawson-hannah/9780241633977,9780241633977,https://cdn.penguin.co.uk/dam-assets/books/9780241633977/9780241633977-jacket-large.jpg
313121,The Penguin Book of Spanish Short Stories,,https://www.penguin.co.uk/books/313121/the-penguin-book-of-spanish-short-stories-by-margaret-jull-costa-ed-and-trans/9780241390504,9780241390504,https://cdn.penguin.co.uk/dam-assets/books/9780241390504/9780241390504-jacket-large.jpg
451501,The Portable Anna Julia Cooper,Anna Julia Cooper,https://www.penguin.co.uk/books/451501/the-portable-anna-julia-cooper-by-cooper-anna-julia/9780143135067,9780143135067,https://cdn.penguin.co.uk/dam-assets/books/9780143135067/9780143135067-jacket-large.jpg
451580,Vita Nuova,Dante Alighieri,https://www.penguin.co.uk/books/451580/vita-nuova-by-alighieri-dante/9780143106203,9780143106203,https://cdn.penguin.co.uk/dam-assets/books/9780143106203/9780143106203-jacket-large.jpg
60349,"The Life and Opinions of Tristram Shandy, Gentleman",Laurence Sterne,https://www.penguin.co.uk/books/60349/the-life-and-opinions-of-tristram-shandy-gentleman-by-sterne-laurence/9780241552667,9780241552667,https://cdn.penguin.co.uk/dam-assets/books/9780241552667/9780241552667-jacket-large.jpg
60404,D. H. Lawrence and Italy,D. H. Lawrence,https://www.penguin.co.uk/books/60404/d-h-lawrence-and-italy-by-d-h-lawrence-intro--tim-parks-intro--anthony-burgess-ed-michael-squires/9780141441559,9780141441559,https://cdn.penguin.co.uk/dam-assets/books/9780141441559/9780141441559-jacket-large.jpg
33873,Selected Poems,D. H. Lawrence,https://www.penguin.co.uk/books/33873/selected-poems-by-ed--james-fenton-series-editor--christopher-ricks-d-h-lawrence/9780140424584,9780140424584,https://cdn.penguin.co.uk/dam-assets/books/9780140424584/9780140424584-jacket-large.jpg
60412,Selected Stories,D. H. Lawrence,https://www.penguin.co.uk/books/60412/selected-stories-by-ed--sue-wilson-intro--louise-welsh-d-h-lawrence/9780141441658,9780141441658,https://cdn.penguin.co.uk/dam-assets/books/9780141441658/9780141441658-jacket-large.jpg
60394,Sons and Lovers,D. H. Lawrence,https://www.penguin.co.uk/books/60394/sons-and-lovers-by-intro--blake-morrison-ed-helen-baron-ed--carl-baron-d-h-lawrence/9780141441443,9780141441443,https://cdn.penguin.co.uk/dam-assets/books/9780141441443/9780141441443-jacket-large.jpg
60389,The Rainbow,D. H. Lawrence,https://www.penguin.co.uk/books/60389/the-rainbow-by-d-h-lawrence-ed--james-wood-ed-mark-kinkead-weekes-ed-anne-fernihough/9780141441382,9780141441382,https://cdn.penguin.co.uk/dam-assets/books/9780141441382/9780141441382-jacket-large.jpg
60403,Women in Love,D. H. Lawrence,https://www.penguin.co.uk/books/60403/women-in-love-by-d-h-lawrence-intro--amit-chaudhuri-ed-david-farmer-ed-lindeth-vasey/9780141441542,9780141441542,https://cdn.penguin.co.uk/dam-assets/books/9780141441542/9780141441542-jacket-large.jpg
447029,Dirty Bird Blues,Clarence Major,https://www.penguin.co.uk/books/447029/dirty-bird-blues-by-major-clarence/9780143136590,9780143136590,https://cdn.penguin.co.uk/dam-assets/books/9780143136590/9780143136590-jacket-large.jpg
60399,Lady Chatterley's Lover,D. H. Lawrence,https://www.penguin.co.uk/books/60399/lady-chatterleys-lover-by-lawrence-d-h/9780141441498,9780141441498,https://cdn.penguin.co.uk/dam-assets/books/9780141441498/9780141441498-jacket-large.jpg
451279,Kristin Lavransdatter,Sigrid Undset,https://www.penguin.co.uk/books/451279/kristin-lavransdatter-by-undset-sigrid/9780143039167,9780143039167,https://cdn.penguin.co.uk/dam-assets/books/9780143039167/9780143039167-jacket-large.jpg
446649,The Memorial Feast for Kökötöy Khan,Saghïmbay Orozbaq uulu,https://www.penguin.co.uk/books/446649/the-memorial-feast-for-kokotoy-khan-by-uulu-saghimbay-orozbaq/9780241544211,9780241544211,https://cdn.penguin.co.uk/dam-assets/books/9780241544211/9780241544211-jacket-large.jpg
295651,Conversations with Goethe,Johann Peter Eckermann,https://www.penguin.co.uk/books/295651/conversations-with-goethe-by-eckermann-johann-peter/9780241421673,9780241421673,https://cdn.penguin.co.uk/dam-assets/books/9780241421673/9780241421673-jacket-large.jpg
451946,Black Panther,"Don McGregor, Rich Buckler",https://www.penguin.co.uk/books/451946/black-panther-by-kirby-don-mcgregor-rich-buckler-billy-graham-stan-lee-and-jack/9780143135814,9780143135814,https://cdn.penguin.co.uk/dam-assets/books/9780143135814/9780143135814-jacket-large.jpg
451947,Captain America,"Jack Kirby, Joe Simon",https://www.penguin.co.uk/books/451947/captain-america-by-sr-jack-kirby-joe-simon-stan-lee-jim-steranko-and-john-romita/9780143135753,9780143135753,https://cdn.penguin.co.uk/dam-assets/books/9780143135753/9780143135753-jacket-large.jpg
445467,The Archeologist and Selected Sea Stories,Andreas Karkavitsas,https://www.penguin.co.uk/books/445467/the-archeologist-and-selected-sea-stories-by-karkavitsas-andreas/9780143136248,9780143136248,https://cdn.penguin.co.uk/dam-assets/books/9780143136248/9780143136248-jacket-large.jpg
321688,A Nation of Women,Luisa Capetillo,https://www.penguin.co.uk/books/321688/a-nation-of-women-by-capetillo-luisa/9780143136071,9780143136071,https://cdn.penguin.co.uk/dam-assets/books/9780143136071/9780143136071-jacket-large.jpg
445466,"The Tale of Princess Fatima, Warrior Woman",,https://www.penguin.co.uk/books/445466/the-tale-of-princess-fatima-warrior-woman/9780143134268,9780143134268,https://cdn.penguin.co.uk/dam-assets/books/9780143134268/9780143134268-jacket-large.jpg
445468,The Adventures of Pinocchio,Carlo Collodi,https://www.penguin.co.uk/books/445468/the-adventures-of-pinocchio-by-collodi-carlo/9780143136095,9780143136095,https://cdn.penguin.co.uk/dam-assets/books/9780143136095/9780143136095-jacket-large.jpg
321686,The Mirror of My Heart,,https://www.penguin.co.uk/books/321686/the-mirror-of-my-heart-by-various/9780143135616,9780143135616,https://cdn.penguin.co.uk/dam-assets/books/9780143135616/9780143135616-jacket-large.jpg
444889,The Penguin Book of Exorcisms,Joseph P. Laycock,https://www.penguin.co.uk/books/444889/the-penguin-book-of-exorcisms/9780143135470,9780143135470,https://cdn.penguin.co.uk/dam-assets/books/9780143135470/9780143135470-jacket-large.jpg
444888,The Posthumous Memoirs of Brás Cubas,Machado De Assis,https://www.penguin.co.uk/books/444888/the-posthumous-memoirs-of-bras-cubas-by-assis-machado-de/9780143135036,9780143135036,https://cdn.penguin.co.uk/dam-assets/books/9780143135036/9780143135036-jacket-large.jpg
444983,Tao Te Ching,Lao Tzu,https://www.penguin.co.uk/books/444983/tao-te-ching-by-tzu-lao/9780143133803,9780143133803,https://cdn.penguin.co.uk/dam-assets/books/9780143133803/9780143133803-jacket-large.jpg
321685,Layli and Majnun,Nezami Ganjavi,https://www.penguin.co.uk/books/321685/layli-and-majnun-by-ganjavi-nezami/9780143133995,9780143133995,https://cdn.penguin.co.uk/dam-assets/books/9780143133995/9780143133995-jacket-large.jpg
316931,Fifty-Two Stories,Anton Chekhov,https://www.penguin.co.uk/books/316931/fifty-two-stories-by-chekhov-anton/9780241444245,9780241444245,https://cdn.penguin.co.uk/dam-assets/books/9780241444245/9780241444245-jacket-large.jpg
319677,In Youth is Pleasure,Denton Welch,https://www.penguin.co.uk/books/319677/in-youth-is-pleasure-by-welch-denton/9780241464137,9780241464137,https://cdn.penguin.co.uk/dam-assets/books/9780241464137/9780241464137-jacket-large.jpg
315895,The Golden Age of British Short Stories 1890-1914,,https://www.penguin.co.uk/books/315895/the-golden-age-of-british-short-stories-1890-1914/9780241434314,9780241434314,https://cdn.penguin.co.uk/dam-assets/books/9780241434314/9780241434314-jacket-large.jpg
444886,The Penguin Book of Mermaids,,https://www.penguin.co.uk/books/444886/the-penguin-book-of-mermaids/9780143133728,9780143133728,https://cdn.penguin.co.uk/dam-assets/books/9780143133728/9780143133728-jacket-large.jpg
321687,Unsung,,https://www.penguin.co.uk/books/321687/unsung-by-eds/9780143136088,9780143136088,https://cdn.penguin.co.uk/dam-assets/books/9780143136088/9780143136088-jacket-large.jpg
314222,Kalevala,,https://www.penguin.co.uk/books/314222/kalevala-by-elias-lonnrot-ed-jukka-korpela-intr-eino-friberg-trans/9780241403068,9780241403068,https://cdn.penguin.co.uk/dam-assets/books/9780241403068/9780241403068-jacket-large.jpg
311693,The House on the Hill,Cesare Pavese,https://www.penguin.co.uk/books/311693/the-house-on-the-hill-by-pavese-cesare/9780241370520,9780241370520,https://cdn.penguin.co.uk/dam-assets/books/9780241370520/9780241370520-jacket-large.jpg
308433,The Apocryphal Gospels,,https://www.penguin.co.uk/books/308433/the-apocryphal-gospels-by-penguin-classics/9780241340554,9780241340554,https://cdn.penguin.co.uk/dam-assets/books/9780241340554/9780241340554-jacket-large.jpg
285012,Madonna in a Fur Coat,Sabahattin Ali,https://www.penguin.co.uk/books/285012/madonna-in-a-fur-coat-by-ali-sabahattin/9780241422267,9780241422267,https://cdn.penguin.co.uk/dam-assets/books/9780241422267/9780241422267-jacket-large.jpg
313687,The Penguin Book of Christmas Stories,,https://www.penguin.co.uk/books/313687/the-penguin-book-of-christmas-stories-by-penguin-classics/9780241396704,9780241396704,https://cdn.penguin.co.uk/dam-assets/books/9780241396704/9780241396704-jacket-large.jpg
57259,Orwell and Politics,George Orwell,https://www.penguin.co.uk/books/57259/orwell-and-politics-by-george------orwell-ed-peter-davison-introduction-by-timothy-garton-ash/9780241417980,9780241417980,https://cdn.penguin.co.uk/dam-assets/books/9780241417980/9780241417980-jacket-large.jpg
57260,Orwell and the Dispossessed,George Orwell,https://www.penguin.co.uk/books/57260/orwell-and-the-dispossessed-by-george-orwell-ed-peter-davison-introduction-by-peter-clarke/9780241418000,9780241418000,https://cdn.penguin.co.uk/dam-assets/books/9780241418000/9780241418000-jacket-large.jpg
57257,Orwell in Spain,George Orwell,https://www.penguin.co.uk/books/57257/orwell-in-spain-by-george-orwell-ed-peter-davison-introduction-by-chris-hitchens/9780241418017,9780241418017,https://cdn.penguin.co.uk/dam-assets/books/9780241418017/9780241418017-jacket-large.jpg
57258,Orwell's England,George Orwell,https://www.penguin.co.uk/books/57258/orwells-england-by-george-orwell-ed-peter-davison-introduction-by-ben-pimlott/9780241418024,9780241418024,https://cdn.penguin.co.uk/dam-assets/books/9780241418024/9780241418024-jacket-large.jpg
274601,The Book of Taliesin,Taliesin,https://www.penguin.co.uk/books/274601/the-book-of-taliesin-by-williams-rowan-and-gwyneth-lewis/9780141396934,9780141396934,https://cdn.penguin.co.uk/dam-assets/books/9780141396934/9780141396934-jacket-large.jpg
312891,A New Voyage Round the World,William Dampier,https://www.penguin.co.uk/books/312891/a-new-voyage-round-the-world-by-dampier-william/9780241413289,9780241413289,https://cdn.penguin.co.uk/dam-assets/books/9780241413289/9780241413289-jacket-large.jpg
316225,Black Shack Alley,Joseph Zobel,https://www.penguin.co.uk/books/316225/black-shack-alley-by-zobel-joseph/9780143133957,9780143133957,https://cdn.penguin.co.uk/dam-assets/books/9780143133957/9780143133957-jacket-large.jpg
315584,Return of the Spirit,Tawfiq al-Hakim,https://www.penguin.co.uk/books/315584/return-of-the-spirit-by-al-hakim-tawfiq/9780143133971,9780143133971,https://cdn.penguin.co.uk/dam-assets/books/9780143133971/9780143133971-jacket-large.jpg
316221,Romance in Marseille,Claude McKay,https://www.penguin.co.uk/books/316221/romance-in-marseille-by-mckay-claude/9780143134220,9780143134220,https://cdn.penguin.co.uk/dam-assets/books/9780143134220/9780143134220-jacket-large.jpg
35611,The Nicomachean Ethics,Aristotle,https://www.penguin.co.uk/books/35611/the-nicomachean-ethics-by-aristotle-edited-and-trans-by--adam-beresford/9780140455472,9780140455472,https://cdn.penguin.co.uk/dam-assets/books/9780140455472/9780140455472-jacket-large.jpg
315282,The Penguin Book of Migration Literature,,https://www.penguin.co.uk/books/315282/the-penguin-book-of-migration-literature-by-dohra-ahmad-ed-edwidge-danticat-foreword/9780143133384,9780143133384,https://cdn.penguin.co.uk/dam-assets/books/9780143133384/9780143133384-jacket-large.jpg
285187,Selected Poetry,Alexander Pushkin,https://www.penguin.co.uk/books/285187/selected-poetry-by-pushkin-alexander/9780241207130,9780241207130,https://cdn.penguin.co.uk/dam-assets/books/9780241207130/9780241207130-jacket-large.jpg
304873,The Penguin Book of Italian Short Stories,,https://www.penguin.co.uk/books/304873/the-penguin-book-of-italian-short-stories-by-lahiri-jhumpa-ed/9780241299852,9780241299852,https://cdn.penguin.co.uk/dam-assets/books/9780241299852/9780241299852-jacket-large.jpg
34757,The Epic of Gilgamesh,Anonymous,https://www.penguin.co.uk/books/34757/the-epic-of-gilgamesh-by-trans-andrew-george-intro-andrew-george/9780140449198,9780140449198,https://cdn.penguin.co.uk/dam-assets/books/9780140449198/9780140449198-jacket-large.jpg
179177,Hedda Gabler and Other Plays,Henrik Ibsen,https://www.penguin.co.uk/books/179177/hedda-gabler-and-other-plays-by-ibsen-henrik/9780141194578,9780141194578,https://cdn.penguin.co.uk/dam-assets/books/9780141194578/9780141194578-jacket-large.jpg
298065,The Penguin Book of the Prose Poem,,https://www.penguin.co.uk/books/298065/the-penguin-book-of-the-prose-poem-by-jeremy-noel-tod-ed/9780141984568,9780141984568,https://cdn.penguin.co.uk/dam-assets/books/9780141984568/9780141984568-jacket-large.jpg
305818,Travels with a Writing Brush,,https://www.penguin.co.uk/books/305818/travels-with-a-writing-brush-by-meredith-mckinney/9780241310878,9780241310878,https://cdn.penguin.co.uk/dam-assets/books/9780241310878/9780241310878-jacket-large.jpg
311129,Diary of a Country Priest,Georges Bernanos,https://www.penguin.co.uk/books/311129/diary-of-a-country-priest-by-bernanos-georges/9780241381809,9780241381809,https://cdn.penguin.co.uk/dam-assets/books/9780241381809/9780241381809-jacket-large.jpg
34109,The Book of Margery Kempe,Margery Kempe,https://www.penguin.co.uk/books/34109/the-book-of-margery-kempe-by-margery-kempe-trans-ba-windeatt/9780140432510,9780140432510,https://cdn.penguin.co.uk/dam-assets/books/9780140432510/9780140432510-jacket-large.jpg
35287,The Ring of the Nibelung,Richard Wagner,https://www.penguin.co.uk/books/35287/the-ring-of-the-nibelung-by-wagner-richard/9780241422281,9780241422281,https://cdn.penguin.co.uk/dam-assets/books/9780241422281/9780241422281-jacket-large.jpg
314525,America Is in the Heart,Carlos Bulosan,https://www.penguin.co.uk/books/314525/america-is-in-the-heart-by-bulosan-carlos/9780143134039,9780143134039,https://cdn.penguin.co.uk/dam-assets/books/9780143134039/9780143134039-jacket-large.jpg
17375,Zeno's Conscience,Italo Svevo,https://www.penguin.co.uk/books/17375/zenos-conscience-by-italo-svevo-trans-william-weaver/9780241372609,9780241372609,https://cdn.penguin.co.uk/dam-assets/books/9780241372609/9780241372609-jacket-large.jpg
314524,East Goes West,Younghill Kang,https://www.penguin.co.uk/books/314524/east-goes-west-by-kang-younghill/9780143134305,9780143134305,https://cdn.penguin.co.uk/dam-assets/books/9780143134305/9780143134305-jacket-large.jpg
314523,The Hanging on Union Square,H. T. Tsiang,https://www.penguin.co.uk/books/314523/the-hanging-on-union-square-by-tsiang-h-t/9780143134022,9780143134022,https://cdn.penguin.co.uk/dam-assets/books/9780143134022/9780143134022-jacket-large.jpg
311543,Japanese Ghost Stories,Lafcadio Hearn,https://www.penguin.co.uk/books/311543/japanese-ghost-stories-by-hearn-lafcadio/9780241381274,9780241381274,https://cdn.penguin.co.uk/dam-assets/books/9780241381274/9780241381274-jacket-large.jpg
57511,Amerika,Franz Kafka,https://www.penguin.co.uk/books/57511/amerika-by-kafka-franz/9780241372586,9780241372586,https://cdn.penguin.co.uk/dam-assets/books/9780241372586/9780241372586-jacket-large.jpg
311334,Cane,Jean Toomer,https://www.penguin.co.uk/books/311334/cane-by-toomer-jean/9780143133674,9780143133674,https://cdn.penguin.co.uk/dam-assets/books/9780143133674/9780143133674-jacket-large.jpg
268309,The Burrow,Franz Kafka,https://www.penguin.co.uk/books/268309/the-burrow-by-kafka-franz/9780241372593,9780241372593,https://cdn.penguin.co.uk/dam-assets/books/9780241372593/9780241372593-jacket-large.jpg
309226,The Nine Cloud Dream,Kim Man-Jung,https://www.penguin.co.uk/books/309226/the-nine-cloud-dream-by-man-jung-kim/9780143131274,9780143131274,https://cdn.penguin.co.uk/dam-assets/books/9780143131274/9780143131274-jacket-large.jpg
312087,The Stonewall Reader,,https://www.penguin.co.uk/books/312087/the-stonewall-reader-by-penguin-classics/9780143133513,9780143133513,https://cdn.penguin.co.uk/dam-assets/books/9780143133513/9780143133513-jacket-large.jpg
57013,Nineteen Eighty-Four,George Orwell,https://www.penguin.co.uk/books/57013/nineteen-eighty-four-by-george-orwell/9780241416419,9780241416419,https://cdn.penguin.co.uk/dam-assets/books/9780241416419/9780241416419-jacket-large.jpg
283003,Russian Émigré Short Stories from Bunin to Yanovsky,,https://www.penguin.co.uk/books/283003/russian-emigre-short-stories-from-bunin-to-yanovsky-by-bryan-karetnyk/9780241299739,9780241299739,https://cdn.penguin.co.uk/dam-assets/books/9780241299739/9780241299739-jacket-large.jpg
57202,Between the Acts,Virginia Woolf,https://www.penguin.co.uk/books/57202/between-the-acts-by-woolf-virginia/9780241372500,9780241372500,https://cdn.penguin.co.uk/dam-assets/books/9780241372500/9780241372500-jacket-large.jpg
57074,Selected Short Stories,Virginia Woolf,https://www.penguin.co.uk/books/57074/selected-short-stories-by-woolf-virginia/9780241372517,9780241372517,https://cdn.penguin.co.uk/dam-assets/books/9780241372517/9780241372517-jacket-large.jpg
309780,The Song of Kieu,Nguyen Du,https://www.penguin.co.uk/books/309780/the-song-of-kieu-by-du-nguyen/9780241360668,9780241360668,https://cdn.penguin.co.uk/dam-assets/books/9780241360668/9780241360668-jacket-large.jpg
57014,Mrs Dalloway,Virginia Woolf,https://www.penguin.co.uk/books/57014/mrs-dalloway-by-woolf-virginia/9780241371947,9780241371947,https://cdn.penguin.co.uk/dam-assets/books/9780241371947/9780241371947-jacket-large.jpg
268310,The Penguin Book of Japanese Short Stories,,https://www.penguin.co.uk/books/268310/the-penguin-book-of-japanese-short-stories-by-rubin-jay/9780241311905,9780241311905,https://cdn.penguin.co.uk/dam-assets/books/9780241311905/9780241311905-jacket-large.jpg
57034,The Waves,Virginia Woolf,https://www.penguin.co.uk/books/57034/the-waves-by-woolf-virginia/9780241372081,9780241372081,https://cdn.penguin.co.uk/dam-assets/books/9780241372081/9780241372081-jacket-large.jpg
57272,The Years,Virginia Woolf,https://www.penguin.co.uk/books/57272/the-years-by-woolf-virginia/9780241372074,9780241372074,https://cdn.penguin.co.uk/dam-assets/books/9780241372074/9780241372074-jacket-large.jpg
57101,To the Lighthouse,Virginia Woolf,https://www.penguin.co.uk/books/57101/to-the-lighthouse-by-woolf-virginia/9780241371954,9780241371954,https://cdn.penguin.co.uk/dam-assets/books/9780241371954/9780241371954-jacket-large.jpg
310175,The Penguin Book of Hell,,https://www.penguin.co.uk/books/310175/the-penguin-book-of-hell-by-penguin-classics/9780143131625,9780143131625,https://cdn.penguin.co.uk/dam-assets/books/9780143131625/9780143131625-jacket-large.jpg
57208,A Room of One's Own/Three Guineas,Virginia Woolf,https://www.penguin.co.uk/books/57208/a-room-of-ones-ownthree-guineas-by-woolf-virginia/9780241371978,9780241371978,https://cdn.penguin.co.uk/dam-assets/books/9780241371978/9780241371978-jacket-large.jpg
57489,Metamorphosis and Other Stories,Franz Kafka,https://www.penguin.co.uk/books/57489/metamorphosis-and-other-stories-by-kafka-franz/9780241372555,9780241372555,https://cdn.penguin.co.uk/dam-assets/books/9780241372555/9780241372555-jacket-large.jpg
57180,Orlando,Virginia Woolf,https://www.penguin.co.uk/books/57180/orlando-by-woolf-virginia/9780241371961,9780241371961,https://cdn.penguin.co.uk/dam-assets/books/9780241371961/9780241371961-jacket-large.jpg
57330,Parade's End,Ford Madox Ford,https://www.penguin.co.uk/books/57330/parades-end-by-ford-madox-ford/9780241372548,9780241372548,https://cdn.penguin.co.uk/dam-assets/books/9780241372548/9780241372548-jacket-large.jpg
179208,The Devil in the Flesh,Raymond Radiguet,https://www.penguin.co.uk/books/179208/the-devil-in-the-flesh-by-raymond-radiguet/9780241372616,9780241372616,https://cdn.penguin.co.uk/dam-assets/books/9780241372616/9780241372616-jacket-large.jpg
57038,The Diary of a Young Girl,Anne Frank,https://www.penguin.co.uk/books/57038/the-diary-of-a-young-girl-by-frank-anne/9780241387481,9780241387481,https://cdn.penguin.co.uk/dam-assets/books/9780241387481/9780241387481-jacket-large.jpg
310176,The Penguin Book of Outer Space Exploration,,https://www.penguin.co.uk/books/310176/the-penguin-book-of-outer-space-exploration-by-penguin-classics/9780143129950,9780143129950,https://cdn.penguin.co.uk/dam-assets/books/9780143129950/9780143129950-jacket-large.jpg
284237,The Way of a Pilgrim,,https://www.penguin.co.uk/books/284237/the-way-of-a-pilgrim-by-anonymous/9780241201350,9780241201350,https://cdn.penguin.co.uk/dam-assets/books/9780241201350/9780241201350-jacket-large.jpg
179418,The Joyous Science,Friedrich Nietzsche,https://www.penguin.co.uk/books/179418/the-joyous-science-by-nietzsche-friedrich/9780141195391,9780141195391,https://cdn.penguin.co.uk/dam-assets/books/9780141195391/9780141195391-jacket-large.jpg
182028,The Romance of the Three Kingdoms,Luo Guanzhong,https://www.penguin.co.uk/books/182028/the-romance-of-the-three-kingdoms-by-guanzhong-luo/9780241332771,9780241332771,https://cdn.penguin.co.uk/dam-assets/books/9780241332771/9780241332771-jacket-large.jpg
33994,"Lady Susan, the Watsons, Sanditon",Jane Austen,https://www.penguin.co.uk/books/33994/lady-susan-the-watsons-sanditon-by-jane-austen-ed-margaret-drabble/9780140431025,9780140431025,https://cdn.penguin.co.uk/dam-assets/books/9780140431025/9780140431025-jacket-large.jpg
269418,"One Hundred Poets, One Poem Each",,https://www.penguin.co.uk/books/269418/one-hundred-poets-one-poem-each-by-peter-macmillan/9780141395937,9780141395937,https://cdn.penguin.co.uk/dam-assets/books/9780141395937/9780141395937-jacket-large.jpg
33889,The Penguin Book of Haiku,,https://www.penguin.co.uk/books/33889/the-penguin-book-of-haiku-by-edited-and-trans-by--adam-l-kern/9780140424768,9780140424768,https://cdn.penguin.co.uk/dam-assets/books/9780140424768/9780140424768-jacket-large.jpg
259451,Twenty Thousand Leagues Under the Sea,Jules Verne,https://www.penguin.co.uk/books/259451/twenty-thousand-leagues-under-the-sea-by-jules-verne/9780141394930,9780141394930,https://cdn.penguin.co.uk/dam-assets/books/9780141394930/9780141394930-jacket-large.jpg
290127,The Penguin Book of English Song,Richard Stokes,https://www.penguin.co.uk/books/290127/the-penguin-book-of-english-song-by-stokes-richard/9780141982540,9780141982540,https://cdn.penguin.co.uk/dam-assets/books/9780141982540/9780141982540-jacket-large.jpg
306791,Frankenstein: The 1818 Text,Mary Shelley,https://www.penguin.co.uk/books/306791/frankenstein-the-1818-text-by-mary-shelley/9780143131847,9780143131847,https://cdn.penguin.co.uk/dam-assets/books/9780143131847/9780143131847-jacket-large.jpg
288886,The Adventures of Simplicius Simplicissimus,Hans Jakob Christoffel von Grimmelshausen,https://www.penguin.co.uk/books/288886/the-adventures-of-simplicius-simplicissimus-by-grimmelshausen-hans-jakob-christoffel-von/9780241309865,9780241309865,https://cdn.penguin.co.uk/dam-assets/books/9780241309865/9780241309865-jacket-large.jpg
306200,Hadrian the Seventh,Frederick Rolfe,https://www.penguin.co.uk/books/306200/hadrian-the-seventh-by-corvo-frederick-baron/9780241313022,9780241313022,https://cdn.penguin.co.uk/dam-assets/books/9780241313022/9780241313022-jacket-large.jpg
